id	name	direction	gpr	pathway	enzyme	equation	reference
PROGLYtex	L-Prolinylglycine transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		progly[e] <==> progly[p]	
PROt2rpp	L-proline reversible transport via proton symport (periplasm)	=	b4111	Transport, Inner Membrane		h[p] + pro-L[p] <==> h[c] + pro-L[c]	
PROt4pp	Na+/Proline-L symporter (periplasm)	>	b1015	Transport, Inner Membrane		na1[p] + pro-L[p] --> na1[c] + pro-L[c]	
PROtex	L-proline transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		pro-L[e] <==> pro-L[p]	
PROTRS	Prolyl-tRNA synthetase	>	b0194	tRNA Charging	6.1.1.15	[c] : atp + pro-L + trnapro --> amp + ppi + protrna	
PRPPS	phosphoribosylpyrophosphate synthetase	=	b1207	Histidine Metabolism	2.7.6.1	[c] : atp + r5p <==> amp + h + prpp	
PSCLYSt2pp	psicoselysine transport via proton symport (periplasm)	>	b3370	Transport, Inner Membrane		h[p] + psclys[p] --> h[c] + psclys[c]	
PSCLYStex	psicoselysine transporter via diffusion (extracellular)	=	( b0929  or  b2215  or  b1377  or  b0241 )	Transport, Outer Membrane Porin		psclys[e] <==> psclys[p]	
PSCVT	3-phosphoshikimate 1-carboxyvinyltransferase	=	b0908	Tyrosine, Tryptophan, and Phenylalanine Metabolism	2.5.1.19	[c] : pep + skm5p <==> 3psme + pi	
PSD120	Phosphatidylserine decarboxylase (n-C12:0)	>	b4160	Glycerophospholipid Metabolism	4.1.1.65	[c] : h + ps120 --> co2 + pe120	
PSD140	Phosphatidylserine decarboxylase (n-C14:0)	>	b4160	Glycerophospholipid Metabolism	4.1.1.65	[c] : h + ps140 --> co2 + pe140	
PSD141	Phosphatidylserine decarboxylase (n-C14:1)	>	b4160	Glycerophospholipid Metabolism	4.1.1.65	[c] : h + ps141 --> co2 + pe141	
PSD160	Phosphatidylserine decarboxylase (n-C16:0)	>	b4160	Glycerophospholipid Metabolism	4.1.1.65	[c] : h + ps160 --> co2 + pe160	
PSD161	Phosphatidylserine decarboxylase (n-C16:1)	>	b4160	Glycerophospholipid Metabolism	4.1.1.65	[c] : h + ps161 --> co2 + pe161	
PSD180	Phosphatidylserine decarboxylase (n-C18:0)	>	b4160	Glycerophospholipid Metabolism	4.1.1.65	[c] : h + ps180 --> co2 + pe180	
PSD181	Phosphatidylserine decarboxylase (n-C18:1)	>	b4160	Glycerophospholipid Metabolism	4.1.1.65	[c] : h + ps181 --> co2 + pe181	
PSERT	phosphoserine transaminase	>	b0907	Glycine and Serine Metabolism	2.6.1.52	[c] : 3php + glu-L --> akg + pser-L	
PSERtex	phospho-L-serine transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		pser-L[e] <==> pser-L[p]	
PSP_L	phosphoserine phosphatase (L-serine)	>	b4388	Glycine and Serine Metabolism	3.1.3.3	[c] : h2o + pser-L --> pi + ser-L	
PSP_Lpp	phospho-L-serine phosphatase (periplasmic)	>	b4055	Glycine and Serine Metabolism		[p] : h2o + pser-L --> pi + ser-L	
PSSA120	Phosphatidylserine syntase (n-C12:0)	>	b2585	Glycerophospholipid Metabolism	2.7.8.8	[c] : cdpdddecg + ser-L --> cmp + h + ps120	
PSSA140	Phosphatidylserine syntase (n-C14:0)	>	b2585	Glycerophospholipid Metabolism	2.7.8.8	[c] : cdpdtdecg + ser-L --> cmp + h + ps140	
PSSA141	Phosphatidylserine syntase (n-C14:1)	>	b2585	Glycerophospholipid Metabolism	2.7.8.8	[c] : cdpdtdec7eg + ser-L --> cmp + h + ps141	
PSSA160	Phosphatidylserine syntase (n-C16:0)	>	b2585	Glycerophospholipid Metabolism	2.7.8.8	[c] : cdpdhdecg + ser-L --> cmp + h + ps160	
PSSA161	Phosphatidylserine syntase (n-C16:1)	>	b2585	Glycerophospholipid Metabolism	2.7.8.8	[c] : cdpdhdec9eg + ser-L --> cmp + h + ps161	
PSSA180	Phosphatidylserine syntase (n-C18:0)	>	b2585	Glycerophospholipid Metabolism	2.7.8.8	[c] : cdpdodecg + ser-L --> cmp + h + ps180	
PSSA181	Phosphatidylserine syntase (n-C18:1)	>	b2585	Glycerophospholipid Metabolism	2.7.8.8	[c] : cdpdodec11eg + ser-L --> cmp + h + ps181	
PTA2	Phosphate acetyltransferase	>	b2297	Alternate Carbon Metabolism		[c] : pi + ppcoa --> coa + ppap	9484901
PTAr	phosphotransacetylase	=	( b2458  or  b2297 )	Pyruvate Metabolism	2.3.1.8	[c] : accoa + pi <==> actp + coa	
PTHRpp	phospho-L-threonine phosphatase (periplasmic)	>	b4055	Threonine and Lysine Metabolism		[p] : h2o + thrp --> pi + thr-L	
PTPATi	pantetheine-phosphate adenylyltransferase	>	b3634	Cofactor and Prosthetic Group Biosynthesis	2.7.7.3	[c] : atp + h + pan4p --> dpcoa + ppi	
PTRCabcpp	putrescine transport via ABC system (periplasm)	>	( ( b0854  and  b0855  and  b0856  and  b0857 )  or  ( b1126  and  b1125  and  b1124  and  b1123 )  or  ( b1440  and  b1441  and  b1442  and  b1443 ) )	Transport, Inner Membrane		atp[c] + h2o[c] + ptrc[p] --> adp[c] + h[c] + pi[c] + ptrc[c]	
PTRCORNt7pp	putrescine/ornithine antiporter (periplasm)	=	b0692	Transport, Inner Membrane		orn[c] + ptrc[p] <==> orn[p] + ptrc[c]	9045651
PTRCt2pp	putrescine transport in via proton symport	>	( b1296  or  b0692 )	Transport, Inner Membrane		h[p] + ptrc[p] --> h[c] + ptrc[c]	15590624
PTRCTA	Putrescine Transaminase	>	b3073	Arginine and Proline Metabolism	2.6.1.29	[c] : akg + ptrc --> 4abutn + glu-L	1261775
PTRCtex	putrescine transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		ptrc[e] <==> ptrc[p]	
PUNP1	purine-nucleoside phosphorylase (Adenosine)	=	b4384	Nucleotide Salvage Pathway	2.4.2.1	[c] : adn + pi <==> ade + r1p	15808857
PUNP2	purine-nucleoside phosphorylase (Deoxyadenosine)	=	b4384	Nucleotide Salvage Pathway	2.4.2.1	[c] : dad-2 + pi <==> 2dr1p + ade	15808857
PUNP3	purine-nucleoside phosphorylase (Guanosine)	=	( b2407  or  b4384 )	Nucleotide Salvage Pathway	2.4.2.1	[c] : gsn + pi <==> gua + r1p	15808857
PUNP4	purine-nucleoside phosphorylase (Deoxyguanosine)	=	( b2407  or  b4384 )	Nucleotide Salvage Pathway	2.4.2.1	[c] : dgsn + pi <==> 2dr1p + gua	15808857
PUNP5	purine-nucleoside phosphorylase (Inosine)	=	( b2407  or  b4384 )	Nucleotide Salvage Pathway	2.4.2.1	[c] : ins + pi <==> hxan + r1p	15808857
PUNP6	purine-nucleoside phosphorylase (Deoxyinosine)	=	( b2407  or  b4384 )	Nucleotide Salvage Pathway	2.4.2.1	[c] : din + pi <==> 2dr1p + hxan	15808857
PUNP7	purine-nucleoside phosphorylase (Xanthosine)	=	b2407	Nucleotide Salvage Pathway	2.4.2.1	[c] : pi + xtsn <==> r1p + xan	15808857
PYAM5PO	pyridoxamine 5'-phosphate oxidase	>	b1638	Cofactor and Prosthetic Group Biosynthesis	1.4.3.5	[c] : h2o + o2 + pyam5p --> h2o2 + nh4 + pydx5p	7860596
PYDAMK	pyridoxamine kinase	>	b2418	Cofactor and Prosthetic Group Biosynthesis	2.7.1.35	[c] : atp + pydam --> adp + h + pyam5p	
PYDXK	pyridoxal kinase	>	( b2418  or  b1636 )	Cofactor and Prosthetic Group Biosynthesis	2.7.1.35	[c] : atp + pydx --> adp + h + pydx5p	9537380
PYDXNK	pyridoxine kinase	>	b2418	Cofactor and Prosthetic Group Biosynthesis	2.7.1.35	[c] : atp + pydxn --> adp + h + pdx5p	
PYDXPP	Pyridoxal 5-phosphate phosphatase	>		Cofactor and Prosthetic Group Biosynthesis		[c] : h2o + pydx5p --> pi + pydx	
PYK	pyruvate kinase	>	( b1854  or  b1676 )	Glycolysis/Gluconeogenesis	2.7.1.40	[c] : adp + h + pep --> atp + pyr	
PYNP2r	pyrimidine-nucleoside phosphorylase (uracil)	=	b3831	Nucleotide Salvage Pathway	2.4.2.2	[c] : pi + uri <==> r1p + ura	
PYRt2rpp	pyruvate reversible transport via proton symport (periplasm)	=		Transport, Inner Membrane		h[p] + pyr[p] <==> h[c] + pyr[c]	
PYRtex	pyruvate transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		pyr[e] <==> pyr[p]	
QMO2	quinol monooxygenase (Ubiquinol-8)	>	b3029	Oxidative Phosphorylation		[c] : (2) o2 + q8h2 --> (2) h + (2) o2s + q8	15613473
QMO3	quinol monooxygenase (menaquinol 8)	>	b3029	Oxidative Phosphorylation		[c] : mql8 + (2) o2 --> (2) h + mqn8 + (2) o2s	15613473
QULNS	quinolinate synthase	>	b0750	Cofactor and Prosthetic Group Biosynthesis		[c] : dhap + iasp --> (2) h2o + pi + quln	
R15BPK	ribose-1,5-bisphosphokinase	>	b4094	Alternate Carbon Metabolism		[c] : atp + r15bp --> adp + prpp	12700258
R1PK	ribose 1-phosphokinase	>		Alternate Carbon Metabolism		[c] : atp + r1p --> adp + h + r15bp	12700258
R5PP	ribose 5-phosphate phosphatase	>	b0822	Alternate Carbon Metabolism		[c] : h2o + r5p --> pi + rib-D	15657928
R5PPpp	ribose 5-phosphate phosphatase	>	b4055	Alternate Carbon Metabolism		[p] : h2o + r5p --> pi + rib-D	
R5Ptex	Ribose 5-phosphate transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		r5p[e] <==> r5p[p]	
RBFK	riboflavin kinase	>	b0025	Cofactor and Prosthetic Group Biosynthesis	2.7.1.26	[c] : atp + ribflv --> adp + fmn + h	
RBFSa	riboflavin synthase	>	b1662	Cofactor and Prosthetic Group Biosynthesis	2.5.1.9	[c] : 4r5au + db4p --> dmlz + (2) h2o + pi	
RBFSb	riboflavin synthase	>	b0415	Cofactor and Prosthetic Group Biosynthesis	2.5.1.9	[c] : (2) dmlz --> 4r5au + ribflv	
RBK	ribokinase	>	b3752	Alternate Carbon Metabolism	2.7.1.15	[c] : atp + rib-D --> adp + h + r5p	
RBK_L1	L-ribulokinase (L-ribulose)	>	b0063	Alternate Carbon Metabolism	2.7.1.16	[c] : atp + rbl-L --> adp + h + ru5p-L	11747300
RBP4E	L-ribulose-phosphate 4-epimerase	=	( b0061  or  b4198  or  b3583 )	Alternate Carbon Metabolism	5.1.3.4	[c] : ru5p-L <==> xu5p-D	11741871
RHAT1	rhamnosyltransferase I (LPS core biosynthesis)	>	b3629	Lipopolysaccharide Biosynthesis / Recycling		[c] : dtdprmn + kphphhlipa --> dtdp + h + icolipa	12045108
RHCCE	S-ribosylhomocysteine cleavage enzyme	>	b2687	Methionine Metabolism		[c] : rhcys --> dhptd + hcys-L	11932438
RIBabcpp	D-ribose transport via ABC system (periplasm)	>	( ( b4231  and  b4227  and  b4485  and  b4230 )  or  ( b3749  and  b3751  and  b3750  and  b3748 )  or  ( b4087  and  b4088  and  b4086 ) )	Transport, Inner Membrane		atp[c] + h2o[c] + rib-D[p] --> adp[c] + h[c] + pi[c] + rib-D[c]	9401019
RIBtex	ribose transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		rib-D[e] <==> rib-D[p]	
RMI	L-rhamnose isomerase	=	b3903	Alternate Carbon Metabolism	5.3.1.14	[c] : rmn <==> rml	
RMK	rhamnulokinase	>	b3904	Alternate Carbon Metabolism	2.7.1.5	[c] : atp + rml --> adp + h + rml1p	
RMNtex	L-rhamnose transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		rmn[e] <==> rmn[p]	
RMNtpp	L-rhamnose transport via proton symport (periplasm)	>	b3907	Transport, Inner Membrane		h[p] + rmn[p] --> h[c] + rmn[c]	
RMPA	Rhamnulose-1-phosphate aldolase	=	b3902	Alternate Carbon Metabolism	4.1.2.19	[c] : rml1p <==> dhap + lald-L	
RNDR1	ribonucleoside-diphosphate reductase (ADP)	>	( ( ( b2234  and  b2235 )  and  b3781 )  or  ( ( b2234  and  b2235 )  and  b2582 ) )	Nucleotide Salvage Pathway	1.17.4.1	[c] : adp + trdrd --> dadp + h2o + trdox	
RNDR1b	ribonucleoside-diphosphate reductase (ADP) (glutaredoxin)	>	( ( b1654  and  ( b2675  and  b2676 ) )  or  ( b0849  and  ( b2675  and  b2676 ) )  or  ( b1064  and  ( b2675  and  b2676 ) )  or  ( b3610  and  ( b2675  and  b2676 ) ) )	Nucleotide Salvage Pathway		[c] : adp + grxrd --> dadp + grxox + h2o	
RNDR2	ribonucleoside-diphosphate reductase (GDP)	>	( ( ( b2234  and  b2235 )  and  b2582 )  or  ( ( b2234  and  b2235 )  and  b3781 ) )	Nucleotide Salvage Pathway	1.17.4.1	[c] : gdp + trdrd --> dgdp + h2o + trdox	
RNDR2b	ribonucleoside-diphosphate reductase (GDP) (glutaredoxin)	>	( ( b3610  and  ( b2675  and  b2676 ) )  or  ( b1064  and  ( b2675  and  b2676 ) )  or  ( b1654  and  ( b2675  and  b2676 ) )  or  ( b0849  and  ( b2675  and  b2676 ) ) )	Nucleotide Salvage Pathway		[c] : gdp + grxrd --> dgdp + grxox + h2o	
RNDR3	ribonucleoside-diphosphate reductase (CDP)	>	( ( ( b2234  and  b2235 )  and  b2582 )  or  ( ( b2234  and  b2235 )  and  b3781 ) )	Nucleotide Salvage Pathway	1.17.4.1	[c] : cdp + trdrd --> dcdp + h2o + trdox	
RNDR3b	ribonucleoside-diphosphate reductase (CDP) (glutaredoxin)	>	( ( b1654  and  ( b2675  and  b2676 ) )  or  ( b1064  and  ( b2675  and  b2676 ) )  or  ( b0849  and  ( b2675  and  b2676 ) )  or  ( b3610  and  ( b2675  and  b2676 ) ) )	Nucleotide Salvage Pathway		[c] : cdp + grxrd --> dcdp + grxox + h2o	
RNDR4	ribonucleoside-diphosphate reductase (UDP)	>	( ( ( b2234  and  b2235 )  and  b2582 )  or  ( ( b2234  and  b2235 )  and  b3781 ) )	Nucleotide Salvage Pathway	1.17.4.1	[c] : trdrd + udp --> dudp + h2o + trdox	
RNDR4b	ribonucleoside-diphosphate reductase (UDP) (glutaredoxin)	>	( ( b1064  and  ( b2675  and  b2676 ) )  or  ( b3610  and  ( b2675  and  b2676 ) )  or  ( b1654  and  ( b2675  and  b2676 ) )  or  ( b0849  and  ( b2675  and  b2676 ) ) )	Nucleotide Salvage Pathway		[c] : grxrd + udp --> dudp + grxox + h2o	
RNTR1c	ribonucleoside-triphosphate reductase (ATP) (flavodoxin)	>	( ( b2895  and  b3924  and  b4238  and  b4237 )  or  ( b2895  and  b4238 )  or  ( b0684  and  b4238 )  or  ( b0684  and  b3924  and  b4238  and  b4237 ) )	Nucleotide Salvage Pathway		[c] : atp + fldrd --> datp + fldox + h2o	
RNTR2c	ribonucleoside-triphosphate reductase (GTP) (flavodoxin)	>	( ( b0684  and  b4238 )  or  ( b2895  and  b4238 )  or  ( b2895  and  b3924  and  b4238  and  b4237 )  or  ( b0684  and  b3924  and  b4238  and  b4237 ) )	Nucleotide Salvage Pathway		[c] : fldrd + gtp --> dgtp + fldox + h2o	
RNTR3c	ribonucleoside-triphosphate reductase (CTP) (flavodoxin)	>	( ( b2895  and  b4238 )  or  ( b0684  and  b3924  and  b4238  and  b4237 )  or  ( b0684  and  b4238 )  or  ( b2895  and  b3924  and  b4238  and  b4237 ) )	Nucleotide Salvage Pathway		[c] : ctp + fldrd --> dctp + fldox + h2o	
RNTR4c	ribonucleoside-triphosphate reductase (UTP) (flavodoxin)	>	( ( b0684  and  b3924  and  b4238  and  b4237 )  or  ( b2895  and  b4238 )  or  ( b0684  and  b4238 )  or  ( b2895  and  b3924  and  b4238  and  b4237 ) )	Nucleotide Salvage Pathway		[c] : fldrd + utp --> dutp + fldox + h2o	
RPE	ribulose 5-phosphate 3-epimerase	=	( b4301  or  b3386 )	Pentose Phosphate Pathway	5.1.3.1	[c] : ru5p-D <==> xu5p-D	7603433
RPI	ribose-5-phosphate isomerase	=	( b2914  or  b4090 )	Pentose Phosphate Pathway	5.3.1.6	[c] : r5p <==> ru5p-D	
RZ5PP	alpha-ribazole 5-phosphate phosphatase	>	b0638	Cofactor and Prosthetic Group Biosynthesis		[c] : 5prdmbz + h2o --> pi + rdmbzi	0
S7PI	sedoheptulose 7-phosphate isomerase	>	b0222	Lipopolysaccharide Biosynthesis / Recycling		[c] : s7p --> gmhep7p	11751812
SADH	Succinylarginine dihydrolase	>	b1745	Arginine and Proline Metabolism	2.6.1.69	[c] : (2) h + (2) h2o + sucarg --> co2 + (2) nh4 + sucorn	9696779
SADT2	Sulfate adenyltransferase	>	( b2751  and  b2752 )	Cysteine Metabolism		[c] : atp + gtp + h2o + so4 --> aps + gdp + pi + ppi	10320361
SARCOX	sarcosine oxidase	>	b1059	Glycine and Serine Metabolism	1.5.3.1	[c] : h2o + o2 + sarcs --> fald + gly + h2o2	11170472
SBTPD	sorbitol-6-phosphate dehydrogenase	=	b2705	Alternate Carbon Metabolism	1.1.1.140	[c] : nad + sbt6p <==> f6p + h + nadh	
SBTptspp	D-sorbitol transport via PEP:Pyr PTS (periplasm)	>	( b2415  and  b2416  and  b2702  and  b2704  and  b2703 )	Transport, Inner Membrane		pep[c] + sbt-D[p] --> pyr[c] + sbt6p[c]	
SBTtex	D-sorbitol transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		sbt-D[e] <==> sbt-D[p]	
SDPDS	succinyl-diaminopimelate desuccinylase	>	b2472	Threonine and Lysine Metabolism	3.5.1.18	[c] : h2o + sl26da --> 26dap-LL + succ	
SDPTA	succinyldiaminopimelate transaminase	=	b3359	Threonine and Lysine Metabolism	2.6.1.17	[c] : akg + sl26da <==> glu-L + sl2a6o	
SELCYSS	selenocysteine synthase	>	b3591	tRNA Charging	2.9.1.1	[c] : selnp + sertrna(sec) --> h + pi + sectrna	
SELNPS	Selenophosphate synthase	>	b1764	Unassigned	2.7.9.3	[c] : atp + h2o + seln --> amp + pi + selnp	11889101
SERASr	(L-seryl)adenylate synthase	=	b0586	Cofactor and Prosthetic Group Biosynthesis		[c] : atp + h + ser-L <==> ppi + seramp	10688898
SERAT	serine O-acetyltransferase	=	b3607	Cysteine Metabolism	2.3.1.30	[c] : accoa + ser-L <==> acser + coa	
SERD_D	D-serine deaminase	>	b2366	Glycine and Serine Metabolism		[c] : ser-D --> nh4 + pyr	
SERD_L	L-serine deaminase	>	( b4471  or  b1814  or  b2797  or  b3708 )	Glycine and Serine Metabolism	4.3.1.17	[c] : ser-L --> nh4 + pyr	
SERt2rpp	L-serine reversible transport via proton symport (periplasm)	=	( b2796  or  b3116 )	Transport, Inner Membrane		h[p] + ser-L[p] <==> h[c] + ser-L[c]	12097162
SERt4pp	L-serine via sodium symport (periplasm)	>	b3089	Transport, Inner Membrane		na1[p] + ser-L[p] --> na1[c] + ser-L[c]	12097162
SERtex	L-serine transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		ser-L[e] <==> ser-L[p]	
SERTRS	Seryl-tRNA synthetase	>	b0893	tRNA Charging	6.1.1.11	[c] : atp + ser-L + trnaser --> amp + ppi + sertrna	
SERTRS2	Seryl-tRNA synthetase (selenocystein)	>	b0893	tRNA Charging	6.1.1.11	[c] : atp + ser-L + trnasecys --> amp + ppi + sertrna(sec)	
SFGTHi	S-Formylglutathione hydralase	>	( b2154  or  b0355 )	Cofactor and Prosthetic Group Biosynthesis	3.1.2.12	[c] : Sfglutth + h2o --> for + gthrd + h	16567800
SGDS	Succinylglutamate desuccinylase	>	b1744	Arginine and Proline Metabolism		[c] : h2o + sucglu --> glu-L + succ	9696779
SGSAD	Succinylglutamic semialdehyde dehydrogenase	>	b1746	Arginine and Proline Metabolism		[c] : h2o + nad + sucgsa --> (2) h + nadh + sucglu	9696779
SHCHCS2	2-succinyl-6-hydroxy-2,4-cyclohexadiene 1-carboxylate synthase	>	b2264	Cofactor and Prosthetic Group Biosynthesis		[c] : ichor + ssaltpp --> 2shchc + pyr + thmpp	
SHCHD2	sirohydrochlorin dehydrogenase (NAD)	>	b3368	Cofactor and Prosthetic Group Biosynthesis		[c] : dscl + nad --> h + nadh + scl	
SHCHF	sirohydrochlorin ferrochetalase	>	b3368	Cofactor and Prosthetic Group Biosynthesis		[c] : fe2 + scl --> (3) h + sheme	
SHK3Dr	shikimate dehydrogenase	=	( b3281  or  b1692 )	Tyrosine, Tryptophan, and Phenylalanine Metabolism	1.1.1.25	[c] : 3dhsk + h + nadph <==> nadp + skm	
SHKK	shikimate kinase	>	( b3390  or  b0388 )	Tyrosine, Tryptophan, and Phenylalanine Metabolism	2.7.1.71	[c] : atp + skm --> adp + h + skm5p	
SHSL1	O-succinylhomoserine lyase (L-cysteine)	>	b3939	Methionine Metabolism	4.2.99.9	[c] : cys-L + suchms --> cyst-L + h + succ	
SKMt2pp	shikimate transport in via proton symport (periplasm)	>	b1981	Transport, Inner Membrane		h[p] + skm[p] --> h[c] + skm[c]	
SKMtex	shikimate transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		skm[e] <==> skm[p]	
SO2tex	SO2 transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		so2[e] <==> so2[p]	
SO2tpp	SO2 transport via diffusion (periplasm)	=	s0001	Inorganic Ion Transport and Metabolism		so2[p] <==> so2[c]	
SO3tex	sulfite transport via diffusion (extracellular to periplasm)	=	( b1377  or  b2215  or  b0241  or  b0929 )	Transport, Outer Membrane Porin		so3[e] <==> so3[p]	
SO4tex	sulfate transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		so4[e] <==> so4[p]	
SOTA	Succinylornithine transaminase	>	b1748	Arginine and Proline Metabolism		[c] : akg + sucorn --> glu-L + sucgsa	9696779
SPMDabcpp	spermidine transport via ABC system (periplasm)	>	( ( b1440  and  b1441  and  b1442  and  b1443 )  or  ( b1126  and  b1125  and  b1124  and  b1123 ) )	Transport, Inner Membrane		atp[c] + h2o[c] + spmd[p] --> adp[c] + h[c] + pi[c] + spmd[c]	
SPMDAT1	Spermidine acetyltransferase	>	b1584	Arginine and Proline Metabolism	2.3.1.57	[c] : accoa + spmd --> N1aspmd + coa + h	8077207
SPMDAT2	Spermidine acetyltransferase (N8)	>	b1584	Arginine and Proline Metabolism	2.3.1.57	[c] : accoa + spmd --> coa + h + n8aspmd	8077207
SPMDtex	spermidine transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		spmd[e] <==> spmd[p]	
SPMS	spermidine synthase	>	b0121	Arginine and Proline Metabolism	2.5.1.16	[c] : ametam + ptrc --> 5mta + h + spmd	
SPODM	superoxide dismutase	>	( b3908  or  b1656 )	Unassigned	1.15.1.1	[c] : (2) h + (2) o2s --> h2o2 + o2	0
SPODMpp	superoxide dismutase	>	b1646	Unassigned	1.15.1.1	[p] : (2) h + (2) o2s --> h2o2 + o2	
SSALx	succinate-semialdehyde dehydrogenase (NAD)	>		Arginine and Proline Metabolism	1.2.1.24	[c] : h2o + nad + sucsal --> (2) h + nadh + succ	
SSALy	succinate-semialdehyde dehydrogenase (NADP)	>	b2661	Arginine and Proline Metabolism	1.2.1.16	[c] : h2o + nadp + sucsal --> (2) h + nadph + succ	
SUCBZL	o-succinylbenzoate-CoA ligase	>	b2260	Cofactor and Prosthetic Group Biosynthesis	6.2.1.26	[c] : atp + coa + sucbz --> amp + ppi + sbzcoa	
SUCBZS	O-succinylbenzoate-CoA synthase	>	b2261	Cofactor and Prosthetic Group Biosynthesis		[c] : 2shchc --> h2o + sucbz	
SUCCt2_2pp	succinate transport via proton symport (2 H) (periplasm)	>	b3528	Transport, Inner Membrane		(2) h[p] + succ[p] --> (2) h[c] + succ[c]	11803016
SUCCt2_3pp	Succintate transport via proton symport (3 H) (periplasm)	>	( b4123  or  b4138 )	Transport, Inner Membrane		(3) h[p] + succ[p] --> (3) h[c] + succ[c]	11803016
SUCCt3pp	succinate transport out via proton antiport (periplasm)	>		Transport, Inner Membrane		h[p] + succ[c] --> h[c] + succ[p]	
SUCCtex	succinate transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		succ[e] <==> succ[p]	
SUCDi	succinate dehydrogenase (irreversible)	>	( b0721  and  b0722  and  b0723  and  b0724 )	Oxidative Phosphorylation	1.3.99.1	[c] : q8 + succ --> fum + q8h2	2659351
SUCFUMtpp	succinate:fumarate antiporter (periplasm)	=	( b4138  or  b4123  or  b0621 )	Transport, Inner Membrane		fum[p] + succ[c] <==> fum[c] + succ[p]	11803016
SUCOAS	succinyl-CoA synthetase (ADP-forming)	=	( b0728  and  b0729 )	Citric Acid Cycle	6.2.1.5	[c] : atp + coa + succ <==> adp + pi + succoa	
SUCptspp	sucrose transport via PEP:Pyr  (periplasm)	>	( b2417  and  b2429  and  b2415  and  b2416 )	Transport, Inner Membrane		pep[c] + sucr[p] --> pyr[c] + suc6p[c]	15060041
SUCRtex	sucrose transport transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		sucr[e] <==> sucr[p]	
SULabcpp	sulfate transport via ABC system (periplasm)	>	( ( b2422  and  b2425  and  b2424  and  b2423 )  or  ( b0763  and  b0764  and  b0765 )  or  ( b2422  and  b2424  and  b2423  and  b3917 ) )	Inorganic Ion Transport and Metabolism		atp[c] + h2o[c] + so4[p] --> adp[c] + h[c] + pi[c] + so4[c]	0
SULFACabcpp	sulfoacetate transport via ABC system (periplasm)	>	( b0936  and  b0933  and  b0934 )	Transport, Inner Membrane		atp[c] + h2o[c] + sulfac[p] --> adp[c] + h[c] + pi[c] + sulfac[c]	10781534
SULFACtex	sulfoaceate transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		sulfac[e] <==> sulfac[p]	
SULRi	sulfite reductase (NADPH2)	>	( b2763  and  b2764 )	Cysteine Metabolism	1.8.2.2	[c] : (5) h + (3) nadph + so3 --> (3) h2o + h2s + (3) nadp	
T2DECAI	trans-2-decenoyl-ACP isomerase	=	b0954	Cell Envelope Biosynthesis		[c] : tdec2eACP <==> cdec3eACP	
TAGURr	tagaturonate reductase	=	b1521	Alternate Carbon Metabolism	1.1.1.58	[c] : altrn + nad <==> h + nadh + tagur	0
TALA	transaldolase	=	( b2464  or  b0008 )	Pentose Phosphate Pathway	2.2.1.2	[c] : g3p + s7p <==> e4p + f6p	
TARTD	L(+)-tartrate dehydratase	>	( b3061  and  b3062 )	Alternate Carbon Metabolism	4.2.1.32	[c] : tartr-L --> h2o + oaa	8371115
TARTRt7pp	Tartrate/succinate antiporter (periplasm)	=	b3063	Transport, Inner Membrane		succ[c] + tartr-L[p] <==> succ[p] + tartr-L[c]	
TARTRtex	Tartrate transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		tartr-L[e] <==> tartr-L[p]	
